answer,answer_opt,no_of_options,question
"<div class=""answer"">The correct answer is:<div>E. <span class=""itemtext""><span><img alt=""L minus 3"" height=""20"" src=""./MathHard_files/ItemResource(324)"" style=""padding: 0px !important; vertical-align:middle;"" title=""L minus 3"" width=""34""/></span></span></div>
</div>",E,5.0,"<div class=""questionwrapper""><div class=""question""><br>163. <div class=""paragraph"">The length of a rectangle is 3 more than its width. If <span class=""inline_variable"">L</span> represents the length, what is an expression for the width?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><img alt=""3 divided by L"" height=""20"" src=""./MathHard_files/ItemResource(319)"" style=""padding: 0px !important; vertical-align:middle;"" title=""3 divided by L"" width=""34""/></span></span></div>
<div>B. <span class=""itemtext""><span><img alt=""L divided by 3"" height=""20"" src=""./MathHard_files/ItemResource(320)"" style=""padding: 0px !important; vertical-align:middle;"" title=""L divided by 3"" width=""34""/></span></span></div>
<div>C. <span class=""itemtext""><span><img alt=""L times 3"" height=""20"" src=""./MathHard_files/ItemResource(321)"" style=""padding: 0px !important; vertical-align:middle;"" title=""L times 3"" width=""33""/></span></span></div>
<div>D. <span class=""itemtext""><span><img alt=""L plus 3"" height=""20"" src=""./MathHard_files/ItemResource(322)"" style=""padding: 0px !important; vertical-align:middle;"" title=""L plus 3"" width=""34""/></span></span></div>
<div>E. <span class=""itemtext""><span><img alt=""L minus 3"" height=""20"" src=""./MathHard_files/ItemResource(323)"" style=""padding: 0px !important; vertical-align:middle;"" title=""L minus 3"" width=""34""/></span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1990-12M7 #15 M016801</span></div></div>"
"<div class=""answer"">The correct answer is:<div>E. <span class=""itemtext""><span>8</span></span></div>
</div>",E,5.0,"<div class=""questionwrapper""><div class=""question""><div class=""paragraph"">Question refers to the graph shown below.<div class=""prose1""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""The graphs of f(x) and g(x) in the xy-plane Points for   f(x) graph are approximately (0,0); (1,2); (2,4); (3,6); (4,8), and (5,10). Points for g(x) graph are approximately (0,3); (1,4); (2,5); (3,6); (4,7); (5,8)"" class=""inln_img"" height=""331"" src=""./MathHard_files/ItemResource(325)"" title=""The graphs of f(x) and g(x) in the xy-plane Points for   f(x) graph are approximately (0,0); (1,2); (2,4); (3,6); (4,8), and (5,10). Points for g(x) graph are approximately (0,3); (1,4); (2,5); (3,6); (4,7); (5,8)"" width=""335""/></div></div></div></div><br>164. <div class=""paragraph"">What is the value of <img alt=""f(g(1))"" height=""20"" src=""./MathHard_files/ItemResource(326)"" style=""padding: 0px !important; vertical-align:middle;"" title=""f(g(1))"" width=""50"">?</img></div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>2</span></span></div>
<div>B. <span class=""itemtext""><span>4</span></span></div>
<div>C. <span class=""itemtext""><span>5</span></span></div>
<div>D. <span class=""itemtext""><span>6</span></span></div>
<div>E. <span class=""itemtext""><span>8</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1990-12M7 #19 M017102</span></div></div>"
"<div class=""answer"">The correct answer is:<div>E. <span class=""itemtext""><span>400.0 and 500.0</span></span></div>
</div>",E,5.0,"<div class=""questionwrapper""><div class=""question""><br>165. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Digital display from a calculator showing numbers 4.752 on left side and 02 on the right side."" class=""inln_img"" height=""56"" src=""./MathHard_files/ItemResource(327)"" title=""Digital display from a calculator showing numbers 4.752 on left side and 02 on the right side."" width=""230""/></div></div></div><div class=""paragraph"">The figure above shows the display on a scientific calculator. The value of the displayed number is between which of the following pairs of numbers?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>0.04 and 0.05</span></span></div>
<div>B. <span class=""itemtext""><span>0.4 and 0.5</span></span></div>
<div>C. <span class=""itemtext""><span>4.0 and 5.0</span></span></div>
<div>D. <span class=""itemtext""><span>40.0 and 50.0</span></span></div>
<div>E. <span class=""itemtext""><span>400.0 and 500.0</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">1990-12M9 #3 M029231</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>120</span></span></div>
</div>",A,5.0,"<div class=""questionwrapper""><div class=""question""><br>166. <div class=""paragraph"">A contractor is building 5 different model homes on 5 adjacent lots on one side of a street. If 1 house is to be built on each lot, how many different arrangements of the 5 houses are possible?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>120</span></span></div>
<div>B. <span class=""itemtext""><span>60</span></span></div>
<div>C. <span class=""itemtext""><span>25</span></span></div>
<div>D. <span class=""itemtext""><span>10</span></span></div>
<div>E. <span class=""itemtext""><span>5</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">1990-12M9 #7 M029631</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>21 square centimeters</span></span></div>
</div>",B,5.0,"<div class=""questionwrapper""><div class=""question""><br>167. <div class=""paragraph"">A circle with diameter 10 centimeters is to be cut from a square of paper 10 centimeters on a side. Of the following, which is closest to the amount of paper left over after the circle is cut out?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>9 square centimeters</span></span></div>
<div>B. <span class=""itemtext""><span>21 square centimeters</span></span></div>
<div>C. <span class=""itemtext""><span>24 square centimeters</span></span></div>
<div>D. <span class=""itemtext""><span>69 square centimeters</span></span></div>
<div>E. <span class=""itemtext""><span>84 square centimeters</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">1990-12M9 #8 M029731</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>A pentagon</span></span></div>
</div>",D,5.0,"<div class=""questionwrapper""><div class=""question""><br>168. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Intersection of a plane with a right prism."" class=""inln_img"" height=""231"" src=""./MathHard_files/ItemResource(328)"" title=""Intersection of a plane with a right prism."" width=""165""/></div></div></div><div class=""paragraph"">In the figure above, points <span class=""inline_variable"">A</span>, <span class=""inline_variable"">E</span>, and <span class=""inline_variable"">H</span> are on a plane that intersects a right prism. What is the intersection of the plane with the right prism?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>A line</span></span></div>
<div>B. <span class=""itemtext""><span>A triangle</span></span></div>
<div>C. <span class=""itemtext""><span>A quadrilateral</span></span></div>
<div>D. <span class=""itemtext""><span>A pentagon</span></span></div>
<div>E. <span class=""itemtext""><span>A hexagon</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">1990-12M9 #11 M030131</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>$1.45</span></span></div>
</div>",C,5.0,"<div class=""questionwrapper""><div class=""question""><br>169. <div class=""paragraph"">The postal rate is 25 cents for the first ounce and 20 cents for each additional ounce or part of an ounce. What would it cost to mail a package that weighs 6.8 ounces?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>$1.25</span></span></div>
<div>B. <span class=""itemtext""><span>$1.40</span></span></div>
<div>C. <span class=""itemtext""><span>$1.45</span></span></div>
<div>D. <span class=""itemtext""><span>$1.70</span></span></div>
<div>E. <span class=""itemtext""><span>$1.75</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">1990-12M9 #13 M030331</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>4.7124</span></span></div>
</div>",B,5.0,"<div class=""questionwrapper""><div class=""question""><br>170. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Equilateral triangle with legs of 1 unit and with semicircles on all 3 sides."" class=""inln_img"" height=""131"" src=""./MathHard_files/ItemResource(329)"" title=""Equilateral triangle with legs of 1 unit and with semicircles on all 3 sides."" width=""138""/></div></div></div><div class=""paragraph"">Semicircles are constructed on the sides of an equilateral triangle, as shown in the figure above. Of the following, which best approximates the sum of the lengths of the three darkened arcs?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>4.4258</span></span></div>
<div>B. <span class=""itemtext""><span>4.7124</span></span></div>
<div>C. <span class=""itemtext""><span>6.0000</span></span></div>
<div>D. <span class=""itemtext""><span>6.7124</span></span></div>
<div>E. <span class=""itemtext""><span>9.4258</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">1990-12M9 #14 M030431</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>$1,061.52</span></span></div>
</div>",B,5.0,"<div class=""questionwrapper""><div class=""question""><br>171. <div class=""paragraph"">A savings account earns 1 percent interest per month on the sum of the initial amount deposited plus any accumulated interest. If a savings account is opened with an initial deposit of $1,000 and no other deposits or withdrawals are made, what will be the amount in this account at the end of 6 months?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>$1,060.00</span></span></div>
<div>B. <span class=""itemtext""><span>$1,061.52</span></span></div>
<div>C. <span class=""itemtext""><span>$1,072.14</span></span></div>
<div>D. <span class=""itemtext""><span>$1,600.00</span></span></div>
<div>E. <span class=""itemtext""><span>$6,000.00</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">1990-12M9 #15 M030531</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>Five</span></span></div>
</div>",C,5.0,"<div class=""questionwrapper""><div class=""question""><br>172. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""The graphs of f(x) and g(x) in the xy-plane."" class=""inln_img"" height=""127"" src=""./MathHard_files/ItemResource(330)"" title=""The graphs of f(x) and g(x) in the xy-plane."" width=""216""/></div></div></div><div class=""paragraph"">The graphs of <img alt=""y equals f(x)"" height=""20"" src=""./MathHard_files/ItemResource(331)"" style=""padding: 0px !important; vertical-align:middle;"" title=""y equals f(x)"" width=""60""> and <img alt=""y equals g(x)"" height=""20"" src=""./MathHard_files/ItemResource(332)"" style=""padding: 0px !important; vertical-align:middle;"" title=""y equals g(x)"" width=""60""> for <img alt=""0 is less than or equal to x which is less than or equal to 10"" height=""20"" src=""./MathHard_files/ItemResource(333)"" style=""padding: 0px !important; vertical-align:middle;"" title=""0 is less than or equal to x which is less than or equal to 10"" width=""71""> are shown in the figure above. For how many values of<span class=""inline_variable""> x</span> is the product <img alt=""f(x)g (x) equals 0"" height=""20"" src=""./MathHard_files/ItemResource(334)"" style=""padding: 0px !important; vertical-align:middle;"" title=""f(x)g (x) equals 0"" width=""92""> for <img alt=""0 is less than or equal to x which is less than or equal to 10"" height=""20"" src=""./MathHard_files/ItemResource(335)"" style=""padding: 0px !important; vertical-align:middle;"" title=""0 is less than or equal to x which is less than or equal to 10"" width=""71"">?</img></img></img></img></img></div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Two</span></span></div>
<div>B. <span class=""itemtext""><span>Four</span></span></div>
<div>C. <span class=""itemtext""><span>Five</span></span></div>
<div>D. <span class=""itemtext""><span>Six</span></span></div>
<div>E. <span class=""itemtext""><span>Seven</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">1990-12M9 #19 M030931</span></div></div>"
